"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"TORREB0002","201104ALabama","Alabama Tornador of April 2011","Torreblanca","Jane",8/21/1971 0:00:00,41,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Torreblanca came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"VEST0001","201104ALabama","Alabama Tornador of April 2011","Vest","Jane",4/3/1978 0:00:00,34,"F",,"4f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Vest came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CAVER0000","201104ALabama","Alabama Tornador of April 2011","Caver","Jane",9/25/1970 0:00:00,42,"F",,"2f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Caver came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"HAYNES0000","201104ALabama","Alabama Tornador of April 2011","Haynes","Jane",12/8/1981 0:00:00,31,"F",,"1f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Haynes came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"THOMPS0018","201104ALabama","Alabama Tornador of April 2011","Thompson","John",6/16/1990 0:00:00,22,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Thompson was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JOHNSO0004","201104ALabama","Alabama Tornador of April 2011","Johnson","Jane",10/27/1965 0:00:00,47,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Johnson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"KERBY0000","201104ALabama","Alabama Tornador of April 2011","Kerby","Jane",8/29/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Kerby came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"GODSEY0000","201104ALabama","Alabama Tornador of April 2011","Godsey","Jane",4/3/1972 0:00:00,40,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Godsey came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MORELA0001","201104ALabama","Alabama Tornador of April 2011","Moreland","Jane",2/19/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Moreland came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MAYERS0000","201104ALabama","Alabama Tornador of April 2011","Mayers","John",7/3/1972 0:00:00,40,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Mayers was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MAYERS0001","201104ALabama","Alabama Tornador of April 2011","Mayers","John",6/16/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Mayers was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WILLIA0018","201104ALabama","Alabama Tornador of April 2011","Williams","John",6/21/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Williams was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HUFFST0000","201104ALabama","Alabama Tornador of April 2011","Huffstutler","John",6/30/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Huffstutler was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CHAVEZ0002","201104ALabama","Alabama Tornador of April 2011","Chavez","John",12/28/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Chavez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"GILBER0001","201104ALabama","Alabama Tornador of April 2011","Gilbert","John",6/19/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Gilbert was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"JOHNSO0015","201104ALabama","Alabama Tornador of April 2011","Canterberry","Jane",11/2/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Canterberry came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WRIGHT0002","201104ALabama","Alabama Tornador of April 2011","Wright","John",3/31/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Wright was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"STENSK0001","201104ALabama","Alabama Tornador of April 2011","Stenske","John",7/14/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Stenske was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"REEVES0009","201104ALabama","Alabama Tornador of April 2011","Reeves","Jane",11/6/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Reeves came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BATTLE0001","201104ALabama","Alabama Tornador of April 2011","Battle","John",9/6/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Battle was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MCDANI0004","201104ALabama","Alabama Tornador of April 2011","McDaniel","Jane",7/5/1984 0:00:00,28,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane McDaniel came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LINDSE0003","201104ALabama","Alabama Tornador of April 2011","Lindsey","John",5/24/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lindsey was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"REEVES0010","201104ALabama","Alabama Tornador of April 2011","Reeves","John",7/7/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Reeves was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"COOK0004","201104ALabama","Alabama Tornador of April 2011","Cook","Jane",5/20/1984 0:00:00,28,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Cook came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"CROW0003","201104ALabama","Alabama Tornador of April 2011","Crow","John",7/10/1984 0:00:00,28,"M",,"8m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Crow was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"LUGO0001","201104ALabama","Alabama Tornador of April 2011","Lugo","John",6/5/1980 0:00:00,32,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Lugo was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
